Alerts
ALERT: RCC Works: Reinforcements and Shuttering (Slab/Staircase/Beam)  Kritija in Building A stuck in Reinforcement for more than 3 weeks (since: 2025-07-27)
ALERT: RCC Works: Reinforcements and Shuttering (Slab/Staircase/Beam)  Kritija in Building A stuck in Shuttering for more than 3 weeks (since: 2025-07-14)
ALERT: RCC Works: Reinforcements and Shuttering (Slab/Staircase/Beam)  Kritija in Building F stuck in Reinforcement for more than 3 weeks (since: 2025-08-06)
ALERT: RCC Works: Reinforcements and Shuttering (Slab/Staircase/Beam)  Kritija in MLCP stuck in Pre for more than 3 weeks (since: 2025-07-29)
ALERT: TILING- FLOORING WORK. Kusum in Building B stuck in Pre for more than 3 weeks (since: 2025-08-03)
ALERT: TILING- FLOORING WORK. Nath in Building E stuck in During for more than 3 weeks (since: 2025-08-01)
ALERT: TILING- FLOORING WORK. Pandey in  stuck in Pre for more than 3 weeks (since: 2025-07-29)
ALERT: TILING- FLOORING WORK. Pandey in Building C stuck in Pre for more than 3 weeks (since: 2025-07-20)
ALERT: TILING- FLOORING WORK. Pandey in Building D stuck in Pre for more than 3 weeks (since: 2025-07-26)
ALERT: TILING- GRANITE FRAMES DOOR & WINDOW/TOP  WORK. Nath in Building E stuck in During for more than 3 weeks (since: 2025-07-04)
ALERT: TILING- TOILET DADO WORK. Kusum in Building B stuck in Pre for more than 3 weeks (since: 2025-07-02)
ALERT: TILING- TOILET DADO WORK. Nath in Building E stuck in During for more than 3 weeks (since: 2025-07-25)
ALERT: TILING- TOILET DADO WORK. Pandey in Building C stuck in Pre for more than 3 weeks (since: 2025-07-08)
ALERT: TILING- TOILET DADO WORK. Pandey in Building D stuck in Pre for more than 3 weeks (since: 2025-07-27)
ALERT: TILING-KITCHEN PLATFORM WORK WITH S.S. SINK. Kusum in Building B stuck in Pre for more than 3 weeks (since: 2025-06-27)
ALERT: TILING-KITCHEN PLATFORM WORK WITH S.S. SINK. Kusum in Building B stuck in During for more than 3 weeks (since: 2025-06-28)
ALERT: TILING-KITCHEN PLATFORM WORK WITH S.S. SINK. Pandey in Building C stuck in Pre for more than 3 weeks (since: 2025-07-04)
ALERT: Waterproofing Works: Box Type Shri Ganesh in Building B stuck in Pre for more than 3 weeks (since: 2025-07-23)
ALERT: Waterproofing works: Toilet and Skirting Shri Ganesh in Building B stuck in Pre for more than 3 weeks (since: 2025-06-27)
ALERT: Waterproofing works: Toilet and Skirting Urvi in Building C stuck in Pre for more than 3 weeks (since: 2025-08-06)
